employee_id,employee_name,department,employment_status,joining_date,service_period,leave_type,start_date,end_date,leave_duration,reason,reason_category,approved
EMP00375,Employee_375,Finance,Contract,2023-03-21,994,Earned,2025-12-11,2025-12-12,2,Home renovation work supervision requiring presence,Personal,1
EMP00376,Employee_376,Admin,Permanent,2025-03-29,255,Casual,2025-12-24,2026-01-07,15,Attending important family function out of town,Personal,0
EMP00377,Employee_377,Marketing,Contract,2025-03-13,271,Earned,2026-01-06,2026-01-11,6,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00378,Employee_378,Sales,Probation,2025-06-23,169,Earned,2025-12-11,2025-12-16,6,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00379,Employee_379,Marketing,Probation,2025-06-05,187,Sick,2025-12-16,2025-12-16,1,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00380,Employee_380,Marketing,Contract,2023-06-11,912,Sick,2026-01-01,2026-01-01,1,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00381,Employee_381,IT,Contract,2025-03-13,271,Emergency,2025-12-17,2025-12-19,3,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00382,Employee_382,HR,Probation,2023-11-17,753,Earned,2025-12-22,2025-12-26,5,Home renovation work supervision requiring presence,Personal,0
EMP00383,Employee_383,Finance,Permanent,2022-12-18,1087,Sick,2025-12-30,2026-01-18,20,Need time to complete pending personal documentation work,Other,0
EMP00384,Employee_384,Finance,Probation,2023-06-16,907,Casual,2026-01-07,2026-01-09,3,Moving to new house and need time for relocation activities,Personal,0
EMP00385,Employee_385,HR,Contract,2023-10-14,787,Earned,2025-12-20,2026-01-02,14,Planned family vacation to spend quality time together,Personal,0
EMP00386,Employee_386,Operations,Contract,2025-06-19,173,Casual,2025-12-29,2026-01-15,18,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00387,Employee_387,Operations,Contract,2025-10-15,55,Earned,2025-12-26,2026-01-01,7,Want to spend time on personal development activities,Other,0
EMP00388,Employee_388,Marketing,Contract,2023-09-28,803,Earned,2026-01-04,2026-01-05,2,Parent's birthday celebration and family get together,Personal,1
EMP00389,Employee_389,IT,Permanent,2024-08-02,494,Emergency,2025-12-12,2025-12-31,20,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00390,Employee_390,Sales,Probation,2025-03-13,271,Emergency,2025-12-23,2026-01-10,19,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00391,Employee_391,Admin,Permanent,2025-11-04,35,Sick,2025-12-18,2025-12-18,1,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00392,Employee_392,IT,Contract,2024-05-01,587,Emergency,2026-01-01,2026-01-14,14,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00393,Employee_393,Finance,Probation,2025-06-20,172,Earned,2025-12-26,2025-12-28,3,Moving to new house and need time for relocation activities,Personal,0
EMP00394,Employee_394,Sales,Probation,2025-07-26,136,Earned,2026-01-02,2026-01-15,14,Attending family wedding ceremony and related functions,Personal,0
EMP00395,Employee_395,Marketing,Permanent,2023-07-03,890,Sick,2025-12-29,2026-01-12,15,Having flu symptoms and doctor advised rest for few days,Medical,1
EMP00396,Employee_396,Finance,Permanent,2025-11-13,26,Casual,2025-12-15,2025-12-15,1,Personal reasons requiring few days of absence,Other,0
EMP00397,Employee_397,Operations,Permanent,2023-11-08,762,Casual,2026-01-02,2026-01-10,9,Attending family wedding ceremony and related functions,Personal,0
EMP00398,Employee_398,Sales,Probation,2024-05-30,558,Sick,2026-01-01,2026-01-09,9,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00399,Employee_399,Admin,Probation,2023-01-27,1047,Earned,2025-12-25,2025-12-26,2,Want to pursue personal hobby project during time off,Other,1
EMP00400,Employee_400,Sales,Permanent,2024-07-04,523,Sick,2025-12-31,2026-01-18,19,Need to undergo surgery and recovery time at home,Medical,0
EMP00401,Employee_401,Engineering,Permanent,2025-11-13,26,Casual,2025-12-25,2025-12-26,2,Need to handle some important personal matters,Other,0
EMP00402,Employee_402,Finance,Permanent,2025-09-27,73,Emergency,2025-12-20,2025-12-27,8,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00403,Employee_403,Operations,Permanent,2023-11-06,764,Sick,2025-12-31,2026-01-16,17,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00404,Employee_404,Marketing,Contract,2025-09-05,95,Emergency,2026-01-07,2026-01-09,3,Critical emergency involving elderly family member hospitalization,Emergency,1
EMP00405,Employee_405,Operations,Probation,2025-06-15,177,Emergency,2025-12-21,2025-12-21,1,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00406,Employee_406,Operations,Contract,2024-07-30,497,Emergency,2025-12-28,2026-01-08,12,Child met with an accident and needs immediate care,Emergency,0
EMP00407,Employee_407,Marketing,Permanent,2025-11-25,14,Emergency,2025-12-17,2025-12-17,1,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00408,Employee_408,Sales,Permanent,2023-10-30,771,Earned,2025-12-16,2025-12-19,4,Need time to complete pending personal documentation work,Other,1
EMP00409,Employee_409,IT,Probation,2025-08-08,123,Casual,2025-12-12,2025-12-20,9,Planned family vacation to spend quality time together,Personal,0
EMP00410,Employee_410,IT,Contract,2023-11-07,763,Emergency,2025-12-28,2025-12-30,3,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00411,Employee_411,HR,Contract,2025-08-03,128,Emergency,2025-12-17,2025-12-21,5,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00412,Employee_412,IT,Contract,2024-02-09,669,Earned,2025-12-18,2026-01-01,15,Child's school annual day function and parent participation required,Personal,0
EMP00413,Employee_413,Marketing,Permanent,2025-04-29,224,Casual,2025-12-15,2025-12-18,4,Taking time off for self-care and rejuvenation,Other,0
EMP00414,Employee_414,Sales,Probation,2025-04-05,248,Earned,2025-12-24,2025-12-30,7,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00415,Employee_415,Operations,Permanent,2025-06-06,186,Casual,2026-01-05,2026-01-14,10,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00416,Employee_416,Engineering,Permanent,2024-02-06,672,Casual,2026-01-01,2026-01-03,3,Anniversary celebration with spouse at planned destination,Personal,1
EMP00417,Employee_417,IT,Contract,2025-08-30,101,Earned,2026-01-05,2026-01-13,9,Attending family wedding ceremony and related functions,Personal,0
EMP00418,Employee_418,IT,Probation,2024-07-15,512,Sick,2025-12-13,2025-12-27,15,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00419,Employee_419,HR,Permanent,2025-08-04,127,Casual,2025-12-16,2025-12-20,5,Personal reasons requiring few days of absence,Other,0
EMP00420,Employee_420,HR,Contract,2024-06-26,531,Sick,2025-12-12,2025-12-12,1,Want to pursue personal hobby project during time off,Other,1
EMP00421,Employee_421,HR,Probation,2025-04-02,251,Sick,2025-12-11,2025-12-25,15,Need to handle some important personal matters,Other,0
EMP00422,Employee_422,Admin,Permanent,2023-10-17,784,Emergency,2025-12-21,2025-12-26,6,Death in the family and need to attend funeral arrangements,Emergency,1
EMP00423,Employee_423,Operations,Probation,2023-06-09,914,Casual,2025-12-29,2025-12-30,2,Dealing with severe migraine attacks requiring rest and medication,Medical,1
EMP00424,Employee_424,Marketing,Contract,2024-04-13,605,Emergency,2026-01-07,2026-01-20,14,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00425,Employee_425,HR,Probation,2023-10-16,785,Casual,2025-12-16,2025-12-29,14,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00426,Employee_426,Marketing,Contract,2025-10-30,40,Emergency,2025-12-25,2026-01-05,12,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00427,Employee_427,Sales,Contract,2023-02-14,1029,Earned,2025-12-18,2025-12-30,13,Attending family wedding ceremony and related functions,Personal,0
EMP00428,Employee_428,Sales,Contract,2024-09-16,449,Sick,2025-12-11,2025-12-19,9,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00429,Employee_429,Sales,Contract,2024-08-19,477,Casual,2025-12-17,2025-12-20,4,Need to undergo surgery and recovery time at home,Medical,0
EMP00430,Employee_430,Operations,Contract,2025-08-16,115,Casual,2026-01-06,2026-01-24,19,Personal reasons requiring few days of absence,Other,0
EMP00431,Employee_431,Finance,Permanent,2024-08-11,485,Earned,2026-01-08,2026-01-19,12,Need some days off for personal work and errands,Other,0
EMP00432,Employee_432,Sales,Contract,2025-02-20,292,Casual,2025-12-27,2026-01-11,16,Want to pursue personal hobby project during time off,Other,0
EMP00433,Employee_433,Admin,Permanent,2025-06-07,185,Sick,2025-12-29,2026-01-05,8,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00434,Employee_434,Admin,Permanent,2024-01-29,680,Casual,2025-12-20,2025-12-24,5,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00435,Employee_435,Sales,Permanent,2025-10-25,45,Casual,2026-01-01,2026-01-19,19,Child's school annual day function and parent participation required,Personal,0
EMP00436,Employee_436,Sales,Permanent,2023-11-04,766,Emergency,2025-12-13,2025-12-31,19,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00437,Employee_437,Finance,Permanent,2023-06-28,895,Emergency,2025-12-15,2025-12-25,11,Sudden family bereavement and funeral ceremony attendance,Emergency,1
EMP00438,Employee_438,Sales,Permanent,2024-12-14,360,Emergency,2026-01-02,2026-01-11,10,Death in the family and need to attend funeral arrangements,Emergency,1
EMP00439,Employee_439,Finance,Contract,2025-12-05,4,Emergency,2025-12-11,2025-12-29,19,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00440,Employee_440,Marketing,Contract,2025-05-09,214,Emergency,2025-12-20,2025-12-24,5,Child met with an accident and needs immediate care,Emergency,1
EMP00441,Employee_441,Sales,Probation,2024-12-30,344,Sick,2025-12-24,2026-01-03,11,Planned family vacation to spend quality time together,Personal,0
EMP00442,Employee_442,HR,Probation,2024-07-01,526,Sick,2025-12-11,2025-12-11,1,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00443,Employee_443,Finance,Probation,2023-03-05,1010,Emergency,2025-12-27,2026-01-07,12,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00444,Employee_444,Marketing,Permanent,2023-05-29,925,Sick,2025-12-19,2025-12-20,2,Taking break for mental health and stress relief,Other,1
EMP00445,Employee_445,HR,Probation,2024-12-25,349,Emergency,2026-01-02,2026-01-07,6,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00446,Employee_446,Admin,Contract,2025-10-06,64,Emergency,2025-12-29,2026-01-03,6,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00447,Employee_447,Engineering,Permanent,2024-01-30,679,Casual,2025-12-23,2025-12-29,7,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00448,Employee_448,Operations,Contract,2024-05-11,577,Earned,2025-12-13,2025-12-20,8,Attending important family function out of town,Personal,0
EMP00449,Employee_449,Admin,Permanent,2025-08-19,112,Earned,2025-12-23,2025-12-23,1,Religious festival celebration with family gathering,Personal,0
EMP00450,Employee_450,Admin,Permanent,2025-05-24,199,Sick,2025-12-15,2025-12-21,7,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00451,Employee_451,Admin,Permanent,2024-03-17,632,Emergency,2025-12-25,2026-01-09,16,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00452,Employee_452,HR,Contract,2023-10-07,794,Casual,2026-01-07,2026-01-18,12,Personal reasons requiring few days of absence,Other,0
EMP00453,Employee_453,Finance,Probation,2025-09-08,92,Earned,2025-12-24,2026-01-07,15,Need to undergo surgery and recovery time at home,Medical,0
EMP00454,Employee_454,Operations,Contract,2025-08-04,127,Casual,2025-12-12,2025-12-15,4,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00455,Employee_455,IT,Contract,2024-08-30,466,Sick,2026-01-05,2026-01-17,13,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00456,Employee_456,Admin,Contract,2024-08-13,483,Emergency,2025-12-12,2025-12-21,10,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00457,Employee_457,Finance,Permanent,2023-06-03,920,Casual,2025-12-16,2025-12-21,6,Moving to new house and need time for relocation activities,Personal,0
EMP00458,Employee_458,Engineering,Probation,2025-07-01,161,Emergency,2026-01-05,2026-01-11,7,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00459,Employee_459,Operations,Probation,2025-07-24,138,Sick,2025-12-27,2026-01-08,13,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00460,Employee_460,Operations,Contract,2023-05-15,939,Sick,2025-12-28,2026-01-16,20,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00461,Employee_461,HR,Probation,2025-02-05,307,Casual,2025-12-28,2026-01-15,19,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00462,Employee_462,HR,Contract,2025-05-16,207,Earned,2026-01-07,2026-01-24,18,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00463,Employee_463,Operations,Probation,2023-03-20,995,Emergency,2025-12-15,2025-12-16,2,Death in the family and need to attend funeral arrangements,Emergency,1
EMP00464,Employee_464,IT,Permanent,2023-09-20,811,Earned,2025-12-11,2025-12-18,8,Taking time off for self-care and rejuvenation,Other,1
EMP00465,Employee_465,Sales,Permanent,2024-01-17,692,Earned,2025-12-18,2025-12-27,10,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00466,Employee_466,Marketing,Permanent,2024-04-02,616,Emergency,2025-12-18,2025-12-28,11,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00467,Employee_467,HR,Permanent,2023-06-18,905,Casual,2026-01-02,2026-01-15,14,Want to spend time on personal development activities,Other,0
EMP00468,Employee_468,Sales,Permanent,2023-01-18,1056,Casual,2025-12-19,2025-12-21,3,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00469,Employee_469,IT,Permanent,2022-12-31,1074,Sick,2025-12-16,2025-12-21,6,Need to undergo surgery and recovery time at home,Medical,1
EMP00470,Employee_470,Engineering,Permanent,2025-10-02,68,Emergency,2026-01-08,2026-01-09,2,Child met with an accident and needs immediate care,Emergency,1
EMP00471,Employee_471,Operations,Probation,2023-05-03,951,Emergency,2025-12-31,2026-01-03,4,Parent's birthday celebration and family get together,Personal,0
EMP00472,Employee_472,Admin,Permanent,2023-04-12,972,Earned,2025-12-15,2025-12-26,12,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00473,Employee_473,Operations,Permanent,2023-10-09,792,Sick,2026-01-06,2026-01-11,6,Need to undergo surgery and recovery time at home,Medical,1
EMP00474,Employee_474,Marketing,Contract,2024-09-03,462,Casual,2025-12-30,2026-01-07,9,Want to spend time on personal development activities,Other,0
EMP00475,Employee_475,Engineering,Contract,2025-11-20,19,Emergency,2025-12-30,2026-01-03,5,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00476,Employee_476,Marketing,Probation,2024-03-23,626,Earned,2026-01-07,2026-01-20,14,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00477,Employee_477,Admin,Probation,2024-09-18,447,Emergency,2025-12-31,2026-01-09,10,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00478,Employee_478,IT,Contract,2025-05-13,210,Sick,2025-12-31,2026-01-16,17,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00479,Employee_479,Operations,Probation,2025-05-01,222,Emergency,2025-12-20,2025-12-22,3,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00480,Employee_480,Operations,Probation,2024-04-06,612,Casual,2025-12-26,2025-12-30,5,Attending family wedding ceremony and related functions,Personal,0
EMP00481,Employee_481,IT,Contract,2024-02-23,655,Casual,2025-12-30,2025-12-30,1,Planning to attend professional certification exam,Other,1
EMP00482,Employee_482,Operations,Probation,2023-09-02,829,Emergency,2025-12-28,2025-12-29,2,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00483,Employee_483,Marketing,Probation,2024-09-09,456,Emergency,2025-12-26,2026-01-06,12,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00484,Employee_484,Finance,Probation,2025-05-23,200,Emergency,2026-01-02,2026-01-06,5,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00485,Employee_485,Finance,Contract,2024-01-21,688,Sick,2025-12-21,2025-12-28,8,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00486,Employee_486,IT,Probation,2023-11-08,762,Earned,2025-12-19,2026-01-06,19,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00487,Employee_487,Admin,Permanent,2025-07-16,146,Emergency,2025-12-26,2026-01-01,7,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00488,Employee_488,Engineering,Permanent,2025-03-02,282,Casual,2025-12-23,2026-01-02,11,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00489,Employee_489,Finance,Probation,2024-12-04,370,Sick,2025-12-20,2026-01-04,16,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00490,Employee_490,Sales,Contract,2025-08-12,119,Sick,2025-12-18,2026-01-01,15,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00491,Employee_491,Finance,Probation,2025-06-11,181,Casual,2025-12-23,2026-01-11,20,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00492,Employee_492,IT,Probation,2023-04-06,978,Emergency,2025-12-11,2025-12-11,1,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00493,Employee_493,Engineering,Probation,2022-12-17,1088,Casual,2025-12-31,2025-12-31,1,Home renovation work supervision requiring presence,Personal,1
EMP00494,Employee_494,Marketing,Permanent,2024-01-03,706,Earned,2025-12-13,2025-12-17,5,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00495,Employee_495,Operations,Permanent,2025-07-28,134,Sick,2025-12-19,2025-12-28,10,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00496,Employee_496,Sales,Probation,2025-03-09,275,Earned,2025-12-21,2026-01-05,16,Moving to new house and need time for relocation activities,Personal,0
EMP00497,Employee_497,IT,Permanent,2024-08-28,468,Casual,2025-12-16,2025-12-20,5,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00498,Employee_498,Finance,Permanent,2023-11-19,751,Sick,2026-01-07,2026-01-19,13,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00499,Employee_499,Engineering,Contract,2025-09-01,99,Sick,2025-12-11,2025-12-11,1,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00500,Employee_500,Admin,Probation,2025-03-30,254,Earned,2026-01-01,2026-01-16,16,Planned family vacation to spend quality time together,Personal,0
EMP00501,Employee_501,Engineering,Probation,2023-07-31,862,Sick,2025-12-18,2026-01-03,17,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00502,Employee_502,IT,Permanent,2023-01-26,1048,Sick,2025-12-13,2025-12-22,10,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00503,Employee_503,Marketing,Contract,2024-10-25,410,Earned,2025-12-16,2026-01-01,17,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00504,Employee_504,Operations,Permanent,2025-09-19,81,Emergency,2026-01-01,2026-01-07,7,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00505,Employee_505,Marketing,Permanent,2025-11-12,27,Sick,2026-01-05,2026-01-08,4,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00506,Employee_506,Finance,Permanent,2023-01-26,1048,Sick,2026-01-07,2026-01-10,4,Need to undergo surgery and recovery time at home,Medical,1
EMP00507,Employee_507,Admin,Probation,2024-06-16,541,Emergency,2025-12-13,2025-12-14,2,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,1
EMP00508,Employee_508,Operations,Probation,2024-03-08,641,Emergency,2025-12-13,2025-12-16,4,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00509,Employee_509,Engineering,Permanent,2024-12-24,350,Earned,2026-01-07,2026-01-18,12,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00510,Employee_510,HR,Probation,2024-01-07,702,Casual,2025-12-22,2025-12-25,4,Taking time off for self-care and rejuvenation,Other,0
EMP00511,Employee_511,Operations,Probation,2023-04-04,980,Emergency,2025-12-13,2025-12-18,6,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00512,Employee_512,HR,Probation,2023-03-26,989,Emergency,2025-12-29,2026-01-03,6,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00513,Employee_513,Engineering,Contract,2025-03-16,268,Emergency,2025-12-13,2025-12-28,16,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00514,Employee_514,Engineering,Permanent,2024-06-21,536,Earned,2026-01-01,2026-01-01,1,Want to spend time on personal development activities,Other,1
EMP00515,Employee_515,Marketing,Contract,2024-01-16,693,Sick,2025-12-31,2026-01-13,14,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00516,Employee_516,Sales,Contract,2023-10-12,789,Casual,2026-01-07,2026-01-24,18,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00517,Employee_517,Engineering,Contract,2025-01-21,322,Emergency,2026-01-06,2026-01-21,16,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00518,Employee_518,Sales,Permanent,2024-01-31,678,Earned,2025-12-26,2025-12-27,2,Personal commitment to attend cousin's marriage ceremony,Personal,1
EMP00519,Employee_519,IT,Probation,2024-08-14,482,Sick,2025-12-24,2026-01-07,15,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00520,Employee_520,HR,Probation,2023-06-07,916,Earned,2025-12-25,2025-12-28,4,Need some days off for personal work and errands,Other,0
EMP00521,Employee_521,HR,Probation,2023-08-17,845,Sick,2025-12-27,2026-01-13,18,Cultural event participation with family members,Personal,0
EMP00522,Employee_522,Operations,Contract,2024-10-11,424,Emergency,2025-12-21,2025-12-31,11,Child met with an accident and needs immediate care,Emergency,0
EMP00523,Employee_523,Admin,Probation,2023-04-15,969,Earned,2025-12-13,2025-12-27,15,Home renovation work supervision requiring presence,Personal,0
EMP00524,Employee_524,Marketing,Permanent,2024-01-09,700,Earned,2025-12-27,2026-01-05,10,Personal reasons requiring few days of absence,Other,1
EMP00525,Employee_525,Engineering,Permanent,2023-03-06,1009,Casual,2025-12-13,2025-12-26,14,Need break from work for personal well-being,Other,0
EMP00526,Employee_526,Marketing,Permanent,2025-04-05,248,Emergency,2025-12-24,2025-12-30,7,Child met with an accident and needs immediate care,Emergency,1
EMP00527,Employee_527,Sales,Permanent,2023-08-13,849,Sick,2025-12-13,2025-12-31,19,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00528,Employee_528,Admin,Contract,2023-02-10,1033,Casual,2025-12-10,2025-12-25,16,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00529,Employee_529,IT,Contract,2023-03-25,990,Casual,2025-12-15,2026-01-02,19,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00530,Employee_530,HR,Probation,2024-02-18,660,Emergency,2025-12-29,2026-01-11,14,Child met with an accident and needs immediate care,Emergency,0
EMP00531,Employee_531,Operations,Probation,2024-01-06,703,Earned,2026-01-04,2026-01-18,15,Moving to new house and need time for relocation activities,Personal,0
EMP00532,Employee_532,IT,Contract,2023-01-24,1050,Earned,2026-01-06,2026-01-23,18,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00533,Employee_533,Marketing,Permanent,2024-10-05,430,Earned,2026-01-08,2026-01-19,12,Want to pursue personal hobby project during time off,Other,0
EMP00534,Employee_534,Finance,Contract,2024-02-17,661,Sick,2025-12-27,2026-01-07,12,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00535,Employee_535,IT,Contract,2022-12-11,1094,Earned,2026-01-04,2026-01-17,14,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00536,Employee_536,HR,Permanent,2023-10-20,781,Casual,2025-12-31,2026-01-01,2,Planned family vacation to spend quality time together,Personal,1
EMP00537,Employee_537,Operations,Permanent,2024-05-01,587,Earned,2026-01-05,2026-01-09,5,Long planned trip for family reunion and bonding,Personal,1
EMP00538,Employee_538,Operations,Permanent,2025-10-03,67,Earned,2025-12-13,2025-12-27,15,Want to spend time on personal development activities,Other,0
EMP00539,Employee_539,Marketing,Contract,2023-10-04,797,Casual,2026-01-04,2026-01-20,17,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00540,Employee_540,Engineering,Probation,2023-10-07,794,Emergency,2025-12-27,2026-01-06,11,Planned family vacation to spend quality time together,Personal,0
EMP00541,Employee_541,Admin,Permanent,2023-11-16,754,Casual,2025-12-19,2025-12-25,7,Want to pursue personal hobby project during time off,Other,0
EMP00542,Employee_542,HR,Permanent,2024-12-18,356,Sick,2025-12-11,2025-12-23,13,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00543,Employee_543,Operations,Permanent,2025-01-13,330,Earned,2025-12-20,2025-12-20,1,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00544,Employee_544,Engineering,Permanent,2024-02-17,661,Sick,2026-01-05,2026-01-24,20,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00545,Employee_545,Sales,Permanent,2024-02-27,651,Casual,2025-12-26,2025-12-31,6,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00546,Employee_546,Finance,Probation,2023-09-04,827,Sick,2025-12-17,2025-12-28,12,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00547,Employee_547,Sales,Probation,2024-04-16,602,Casual,2025-12-26,2026-01-14,20,Want to spend time on personal development activities,Other,0
EMP00548,Employee_548,Engineering,Permanent,2023-12-31,709,Emergency,2026-01-07,2026-01-14,8,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00549,Employee_549,Marketing,Permanent,2024-02-20,658,Emergency,2025-12-22,2025-12-25,4,Critical emergency involving elderly family member hospitalization,Emergency,1
EMP00550,Employee_550,Engineering,Contract,2023-11-02,768,Emergency,2025-12-11,2025-12-26,16,Child met with an accident and needs immediate care,Emergency,0
EMP00551,Employee_551,Sales,Contract,2025-06-23,169,Sick,2026-01-03,2026-01-08,6,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00552,Employee_552,HR,Permanent,2024-09-28,437,Emergency,2025-12-16,2025-12-19,4,Close relative in critical condition at emergency room,Emergency,1
EMP00553,Employee_553,HR,Contract,2025-01-28,315,Sick,2026-01-01,2026-01-15,15,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00554,Employee_554,HR,Permanent,2024-12-09,365,Earned,2025-12-12,2025-12-29,18,Need time to complete pending personal documentation work,Other,0
EMP00555,Employee_555,Operations,Probation,2023-10-06,795,Emergency,2025-12-23,2026-01-04,13,Close relative in critical condition at emergency room,Emergency,0
EMP00556,Employee_556,HR,Contract,2025-11-26,13,Sick,2025-12-11,2025-12-29,19,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00557,Employee_557,Sales,Contract,2025-05-05,218,Earned,2025-12-29,2026-01-07,10,Religious festival celebration with family gathering,Personal,0
EMP00558,Employee_558,Admin,Probation,2023-09-21,810,Sick,2025-12-15,2025-12-30,16,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00559,Employee_559,IT,Contract,2024-04-13,605,Casual,2025-12-31,2026-01-09,10,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00560,Employee_560,Engineering,Contract,2025-02-22,290,Sick,2025-12-10,2025-12-11,2,Dental emergency requiring immediate clinic visit and recovery,Medical,1
